name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified,sens_score_avg,sens_accessibility_summary,category_tags,AI Sensory Accessibility Summary,Geocode Status,Review Status,Last Verified Age
Glen Eaton Dog Park,glen-eaton-dog-park,Park,,,,44.33,-79.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wilmot Heritage Fire Brigades Museum,wilmot-heritage-fire-brigades-museum,Museum,,,,43.40,-80.67,https://wilmotfiremuseum.com/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hobby Shop Saint Kitts,hobby-shop-saint-kitts,Community Centre,,,,43.16,-79.24,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Warehouse Concert Hall,warehouse-concert-hall,Community Centre,,,,43.16,-79.24,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
poison ivy patch,poison-ivy-patch,Park,,,,43.78,-79.38,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Battle of Crysler's Farm National Historic Site,battle-of-crysler-s-farm-national-historic-site,Museum,,,,44.94,-75.07,https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=424,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bayview Beach (Private),bayview-beach-private,Park,,,,44.24,-79.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Beaches Sand Box,beaches-sand-box,Community Centre,,,,43.67,-79.30,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tesoc Multicultural Settlement Services,tesoc-multicultural-settlement-services,Community Centre,,,685 Lansdowne Avenue,43.66,-79.44,https://www.tesoc.org,+1 4165365678,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Itabashi Garden,itabashi-garden,Park,,,,43.38,-79.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Haskin's Point Park,haskin-s-point-park,Park,,,,44.48,-76.25,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Welcome Centre,welcome-centre,Community Centre,,,,43.83,-79.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Macbain,macbain,Community Centre,,,,43.07,-79.12,,+1 905 356 7521,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sheryl Boyle Park,sheryl-boyle-park,Park,,,,45.65,-77.57,https://www.theswimguide.org/beach/5633,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Centre Culturel Frontenac,centre-culturel-frontenac,Community Centre,,,1290 Wheathill Street,44.25,-76.56,https://centreculturelfrontenac.com,+1-613-544-7447,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Batting Cage,batting-cage,Park,,,,43.02,-81.20,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Hill Academy Field,the-hill-academy-field-caledon,Park,,Caledon,Orpen Lake Drive,43.88,-80.07,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fuller Heights,fuller-heights,Park,,,,44.11,-79.57,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Temagami River Provincial Park,temagami-river-provincial-park,Park,,,,46.69,-80.01,https://www.ontarioparks.com/park/temagamiriver,+1 705-569-3205,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chippawa Park Community Centre,chippawa-park-community-centre-welland,Community Centre,,Welland,90 First Avenue,43.00,-79.26,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Thunder Bay Public Library: Brodie Resource Library,thunder-bay-public-library-brodie-resource-library-thunder-bay,Library,,Thunder Bay,216 Brodie Street South,48.38,-89.25,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lions Park(Join Discord For Cubieverse),lions-park-join-discord-for-cubieverse,Community Centre,,,,44.12,-79.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Toronto Met Catholics,toronto-met-catholics,Community Centre,,,,43.66,-79.38,https://www.torontometcatholics.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Gables Trail,the-gables-trail,Park,,,,44.37,-79.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Guerrilla Garden Park,guerrilla-garden-park,Park,,,,42.99,-79.25,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Old Fire Hall,old-fire-hall,Museum,,,,42.99,-79.25,https://www.centralfirehall.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Pineview Community Hub,pineview-community-hub,Community Centre,,,1700 Blair Road,45.42,-75.60,https://www.pineviewottawa.com/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Syme Woolner Neighbourhood & Family Centre,syme-woolner-neighbourhood-family-centre,Community Centre,,,,43.69,-79.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
German Settler Park,german-settler-park,Park,,,,43.82,-79.37,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sculptor's Cabin,sculptor-s-cabin,Museum,,,67 Toynbee Trail,43.75,-79.19,https://www.toronto.ca/data/parks/prd/facilities/complex/406/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Wishing Well,the-wishing-well,Museum,,,69 Toynbee Trail,43.75,-79.19,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Guildwood Pillar Archs,guildwood-pillar-archs-scarborough,Museum,,Scarborough,201 Guildwood Parkway,43.75,-79.19,https://www.toronto.ca/data/parks/prd/facilities/complex/406/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Guild Inn Estate Original Building,the-guild-inn-estate-original-building,Museum,,,201 Guildwood Parkway,43.75,-79.19,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Frank McKechnie Library,frank-mckechnie-library,Library,,,,43.62,-79.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
YSM Evergreen Centre,ysm-evergreen-centre,Community Centre,,,365 Spadina Avenue,43.66,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mini Library,mini-library,Library,,,,43.37,-80.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
East Scarborough Storefront,east-scarborough-storefront,Community Centre,,,,43.77,-79.20,https://thestorefront.org/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Clearview Public Library,clearview-public-library-stayner,Library,,Stayner,269 Regina Street,44.42,-80.11,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
New Hamburg Community Centre,new-hamburg-community-centre,Community Centre,,,,43.38,-80.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Peter Street Basin Park,peter-street-basin-park,Park,,,,43.64,-79.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
George Chuvalo Community Centre,george-chuvalo-community-centre,Community Centre,,,,43.66,-79.45,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mesopotamia Group,mesopotamia-group-mississauga,Community Centre,,Mississauga,2351 Royal Windsor Drive,43.51,-79.64,https://mesopotamiagroup.org,+1 647 406 0747,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Allen Reuter Centre,allen-reuter-centre-cambridge,Community Centre,,Cambridge,507 King Street East,43.40,-80.36,https://facilities.cambridge.ca/home/detail?id=9ef27b76-1043-4d3a-9fc8-fe08d25428eb,+1-519-623-1340,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
6 Horton Park,6-horton-park,Park,,,,43.74,-79.25,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Whimsies Paddle Rental,whimsies-paddle-rental-wallaceburg,Park,,Wallaceburg,779 Dufferin Avenue,42.59,-82.39,https://wallaceburgbia.com/whimsies-paddle-rentals/,+1-226-627-3459,whimsiespaddlrental@gmail.com,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Canada's Theatre Museum,canada-s-theatre-museum-toronto,Museum,,Toronto,189 Yonge Street,43.65,-79.38,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wahnapitae Community Centre,wahnapitae-community-centre,Community Centre,,,,46.49,-80.79,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Camden Park East,camden-park-east,Park,,,,43.72,-79.79,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Havelock Lions Millennium Park,havelock-lions-millennium-park,Park,,,Ottawa Street West,44.43,-77.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Millside Park,millside-park-marmora-and-lake,Park,,Marmora and Lake,Main Street,44.49,-77.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Humber River Centre,humber-river-centre,Community Centre,,,28 Ann Street,43.88,-79.74,https://www.caledonbusiness.ca/en/business-support/humber-river-centre.aspx,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wexford Hydro Park,wexford-hydro-park,Park,,,899 Pharmacy Avenue,43.73,-79.30,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rosseau Library,rosseau-library,Library,,,,45.26,-79.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
One Yonge Community Recreation Centre,one-yonge-community-recreation-centre,Community Centre,,,24 Freeland Street,43.64,-79.37,https://www.toronto.ca/data/parks/prd/facilities/complex/3732/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Galt Central Park,galt-central-park,Park,,,,43.36,-80.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Southwold Keystone Complex,southwold-keystone-complex,Community Centre,,,,42.74,-81.34,,+1-519-769-2010,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cascades Conservation Area,cascades-conservation-area-thunder-bay,Park,,Thunder Bay,Balsam Street,48.49,-89.23,https://lakeheadca.com/conservation/conservation-areas/cascades,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Memorial Hall,memorial-hall,Community Centre,,,,53.85,-89.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Prince Arthur's Landing at Marina Park,prince-arthur-s-landing-at-marina-park-thunder-bay,Park,,Thunder Bay,Marina Park Drive,48.43,-89.22,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alexander Henry Museum Ship,alexander-henry-museum-ship-thunder-bay,Museum,,Thunder Bay,Sleeping Giant Parkway,48.43,-89.22,,+18079358974,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
McGarry Library,mcgarry-library,Library,,,27 Street,48.14,-79.58,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Peter F. Bronfman Business Library,peter-f-bronfman-business-library,Library,,,,43.77,-79.50,https://www.library.yorku.ca/web/bbl/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
YXU Air Park in London,yxu-air-park-in-london,Park,,,,43.02,-81.13,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Danforth Art Studio,the-danforth-art-studio,Community Centre,,,,43.68,-79.35,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Haney Park,haney-park,Park,,,10 Haney Avenue,43.67,-79.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Glenridge Quarry Naturalization Site,glenridge-quarry-naturalization-site-st-catharines,Park,,St. Catharines,1860 Sir Isaac Brock Way,43.12,-79.24,https://www.niagararegion.ca/living/naturalization/default.aspx,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Charles Ansell Park,charles-ansell-park-st-catharines,Park,,St. Catharines,320 Lakeshore Road,43.21,-79.21,https://rotarylakeshore.com/page/charles-ansell-park/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Oshawa Museum,oshawa-museum,Museum,,,,43.86,-78.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Raccoon Park,raccoon-park,Park,,,,43.71,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
DIYode Workshop,diyode-workshop,Community Centre,,,700 York Road,43.56,-80.22,https://diyode.com,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Townsend Theatre,townsend-theatre,Community Centre,,,,48.61,-93.42,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bradford Library,bradford-library,Library,,,,44.11,-79.58,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Baxter Conservation Area back entrance,baxter-conservation-area-back-entrance,Park,,,,45.10,-75.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
mimuseum,mimuseum,Museum,,,4175 Confederation Parkway,43.59,-79.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Homestead Park,homestead-park-oshawa,Park,,Oshawa,360 Homestead Court,43.90,-78.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rimosa Park,rimosa-park-oshawa,Park,,Oshawa,410 Rimosa Court,43.90,-78.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kennedy Park,kennedy-park-fort-erie,Park,,Fort Erie,1213 Plato Drive,42.91,-78.97,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mary Street Centre,mary-street-centre,Community Centre,,,,45.35,-80.03,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Spectrum,spectrum-kitchener,Community Centre,,Kitchener,283 Duke Street West,43.46,-80.50,https://ourspectrum.com/,+12267799695,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chapleau Public Library,chapleau-public-library,Library,,,,47.84,-83.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Drop Parry Sound,the-drop-parry-sound,Community Centre,,,,45.34,-80.03,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bibliothèque Municipale de Fauquier-Strickland,biblioth-que-municipale-de-fauquier-strickland,Library,,,25 Grazela Road,49.31,-82.04,http://bibliofauquier.weebly.com/,7053392522,Bibliothequefauquier@gmail.com,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Coco's Park,coco-s-park,Park,,,,45.85,-77.20,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
"Ukrainian Museum of Canada, Ontario Branch",ukrainian-museum-of-canada-ontario-branch,Museum,,,,43.66,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Vaughan Public Libraries,vaughan-public-libraries,Library,,,,43.80,-79.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bracebridge Resource Management Centre - south access,bracebridge-resource-management-centre-south-access,Park,,,,45.09,-79.30,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bracebridge Resource Management Centre - north access,bracebridge-resource-management-centre-north-access,Park,,,,45.11,-79.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ethiopian Communion Center,ethiopian-communion-center,Community Centre,,,,43.75,-79.27,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sheffield Park Black History Museum,sheffield-park-black-history-museum-clarksburg,Museum,,Clarksburg,241 Clark Street,44.55,-80.45,https://www.sheffieldparkblackhistory.com/,+1-519-599-6226,sheffieldblackhistory@gmail.com,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Beasley Community Centre,beasley-community-centre,Community Centre,,,145 Wilson Street,43.26,-79.86,https://www.hamilton.ca/things-do/recreation/facility-rentals/community-hall-rentals,+1-905-546-2424,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
IAHS Library,iahs-library-hamilton,Library,,Hamilton,1400 Main Street West,43.26,-79.92,https://library.mohawkcollege.ca/iahs-library,+1 9055751212p6835,library@mohawkcollege.ca,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mills Learning Commons,mills-learning-commons,Library,,,,43.26,-79.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
South Frontenac Museum,south-frontenac-museum-hartington,Museum,,Hartington,5591 Road 38,44.44,-76.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Guelph Black Heritage Society,guelph-black-heritage-society,Community Centre,,,83 Essex Street,43.54,-80.25,https://guelphblackheritage.ca/,+1 5198372519,info@guelphblackheritage.ca,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Art Not Shame,art-not-shame,Community Centre,,,121 Wyndham Street North,43.55,-80.25,https://artnotshame.org/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Brampton Public Library,brampton-public-library,Library,,,,43.67,-79.74,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Home,home,Park,,,,43.99,-79.62,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Out on the Shelf,out-on-the-shelf-guelph,Community Centre,,Guelph,42 Carden Street,43.54,-80.25,https://www.outontheshelf.com/about/,,info@outontheshelf.com,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wapekeka Resource Centre,wapekeka-resource-centre,Community Centre,,,,53.85,-89.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Esplanade Park,esplanade-park,Park,,,,43.45,-79.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mohawk/Sanitorium Parkette,mohawk-sanitorium-parkette,Park,,,,43.23,-79.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Compoun Airsoft Field,compoun-airsoft-field,Park,,,,44.80,-78.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Erin Meadows Community Centre,erin-meadows-community-centre,Community Centre,,,,43.56,-79.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Clearview Memorial Forest,clearview-memorial-forest,Park,,,,44.43,-80.08,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Glebe Park,glebe-park,Park,,,,45.05,-78.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Craigleith Heritage Depot,craigleith-heritage-depot-the-blue-mountains,Library,,The Blue Mountains,113 Lakeshore Road East,44.53,-80.33,https://www.thebluemountainslibrary.ca/museum,+1 519-599-3681 ext. 6,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
5. University of Toronto Department of Family and Community Medicine,5-university-of-toronto-department-of-family-and-community-medicine,Library,,,500 University Avenue,43.66,-79.39,https://dfcm.utoronto.ca,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Limerick Community Centre,limerick-community-centre,Community Centre,,,,44.89,-77.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Earth Sciences Library (Noranda),earth-sciences-library-noranda,Library,,,5 Bancroft Avenue,43.66,-79.40,https://earth.library.utoronto.ca,+1 4169783024,earth.sciences@utoronto.ca,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Burnhamthorpe-427 Community Centre,burnhamthorpe-427-community-centre,Community Centre,,,,43.66,-79.57,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Polish Alliance of Canada,polish-alliance-of-canada,Community Centre,,,,42.99,-82.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bush Teching Gathering Space,bush-teching-gathering-space,Community Centre,,,190 Emmett Avenue,43.69,-79.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The David Braley Vaughan Metropolitan Centre of Community,the-david-braley-vaughan-metropolitan-centre-of-community,Community Centre,,,,43.80,-79.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Claireville Branch Library,claireville-branch-library,Library,,,,43.77,-79.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Celebration Park with splash Pad,celebration-park-with-splash-pad,Park,,,,43.85,-79.25,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
JRCC West Thornhill,jrcc-west-thornhill,Community Centre,,,1136 #2 Centre Street,43.81,-79.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
TCCSA,tccsa,Community Centre,,,,43.82,-79.33,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Working Women Community Centre,working-women-community-centre,Community Centre,,,1081 Bloor Street West,43.66,-79.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hamilton Community Food Centre,hamilton-community-food-centre-hamilton,Community Centre,,Hamilton,310 Limeridge Road West,43.22,-79.90,https://www.n2ncentre.com/hamilton-community-food-centre/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Big Hearts Little Theatre,big-hearts-little-theatre-hamilton,Community Centre,,Hamilton,310 Limeridge Road West,43.22,-79.90,https://www.bigheartslittletheatre.ca/,9057460414,bigheartslittletheatre@gmail.com,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chinese Association of Mississauga,chinese-association-of-mississauga,Community Centre,,,,43.57,-79.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Create Art Studio,create-art-studio,Community Centre,,,,43.68,-79.32,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Luso Canadian Charitable Society,luso-canadian-charitable-society,Community Centre,,,,43.67,-79.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Islamic Social Services and Resources,islamic-social-services-and-resources,Community Centre,,,,43.67,-79.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Carrville Library,carrville-library-vaughan,Library,,Vaughan,655 Thomas Cook Avenue,43.86,-79.47,https://www.vaughanpl.info/libraries/view/18,+1 905-653-7323,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
South Common Pop Up Library,south-common-pop-up-library,Library,,,,43.54,-79.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Huntingdon Veterans Community Hall,huntingdon-veterans-community-hall,Community Centre,,,,44.40,-77.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Checkerspot Park,checkerspot-park,Park,,,,45.18,-75.84,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Klopp Tract and commemorative woods,the-klopp-tract-and-commemorative-woods,Park,,,,43.42,-81.59,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chatham Ontario FamilySearch Center,chatham-ontario-familysearch-center-chatham-kent,Library,,Chatham-Kent,23 Detroit Drive,42.38,-82.16,,+1 519 800 3074,ON_Chatham@familyhistorymail.org,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chatham Kent Public Library - Highgate Branch,chatham-kent-public-library-highgate-branch-highgate,Library,,Highgate,291 King Street North,42.50,-81.82,https://www.chatham-kent.ca/library/usingthelibrary/branches/Pages/Branch-Information.aspx,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Crafty Nest Studio,the-crafty-nest-studio,Community Centre,,,10 Pearl Street East,42.04,-82.74,,2263480771,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Northern History Museum,northern-history-museum-kirkland-lake,Museum,,Kirkland Lake,2 Chateau Drive,48.15,-80.05,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
BGC Thunder Bay,bgc-thunder-bay-thunder-bay,Community Centre,,Thunder Bay,270 Windsor Street,48.44,-89.26,https://www.bgcthunderbay.ca,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chatham-Kent Public Library – Bothwell,chatham-kent-public-library-bothwell-bothwell,Library,,Bothwell,320 Main Street,42.63,-81.87,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
AlgomaTrad,algomatrad-richards-landing,Community Centre,,Richards Landing,1249 F&G Line Road,46.25,-84.03,https://algomatrad.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Beechcraft Expiditor Float Plane,beechcraft-expiditor-float-plane-ignace,Park,,Ignace,Highway 17,49.42,-91.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Junction Triangle,junction-triangle-toronto,Library,,Toronto,305 Campbell Avenue,43.67,-79.45,https://www.torontopubliclibrary.ca/junctiontriangle/,+1-416-393-7677,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
