name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified
William Duncan Park,william-duncan-park-richmond-hill,Park,,Richmond Hill,91 Northern Heights Drive,43.852138,-79.4304973,,,,,,,,,,,,
Sunnywood Park,sunnywood-park-richmond-hill,Park,,Richmond Hill,6 Roosevelt Drive,43.8427315,-79.4319603,,,,,,,,,,,,
Bush Park,bush-park,Park,,Windsor,,42.3099505,-82.9241078,,,,,,,,,,,,
Teedie Park,teedie-park,Park,,Windsor,,42.3118398,-82.9274515,,,,,,,,,,,,
Ella Lake Park,ella-lake-park,Park,,Greater Sudbury,,46.7126061,-80.8709669,,,,,,,,,,,,
Dunn Park Tot Lot,dunn-park-tot-lot,Park,,Greater Sudbury,,46.7103716,-80.9165176,,,,,,,,,,,,
McNicol Tot Lot,mcnicol-tot-lot,Park,,Greater Sudbury,,46.7112408,-80.9221802,,,,,,,,,,,,
Capreol Lion's Den Park,capreol-lions-den-park,Park,,Greater Sudbury,,46.7156758,-80.9265102,,,,,,,,,,,,
Derwent Park,derwent-park,Park,,Windsor,,42.2971027,-82.9231967,,,,,,,,,,,,
Thrersa Playground,thrersa-playground,Park,,Greater Sudbury,155 Carmen Street,46.6444054,-80.9381845,,,,,,,,,,,,
Lion's Tot Lot,lions-tot-lot,Park,,Greater Sudbury,4611 Saint Joseph Street,46.6539216,-80.9491731,,,,,,,,,,,,
Katmic Playground,katmic-playground,Park,,Greater Sudbury,,46.6577307,-80.9537849,,,,,,,,,,,,
Laval Tot Lot,laval-tot-lot,Park,,Greater Sudbury,1575 Laval Street,46.6547151,-81.0081577,,,,,,,,,,,,
MacMillan Tot Lot,macmillan-tot-lot,Park,,Greater Sudbury,,46.6367281,-81.00628,,,,,,,,,,,,
Daniel Tot Lot,daniel-tot-lot,Park,,Greater Sudbury,3173 Daniel Avenue,46.6154731,-80.9992857,,,,,,,,,,,,
Shanfield Shores,shanfield-shores-windsor,Park,,Windsor,9670-9600 Riverside Drive East,42.3393865,-82.927107,,,,,,,,,,,,
Zorra Park,zorra-park,Park,,Toronto,28 Zorra Street,43.6203795,-79.522024,,,,,,,,,,,,
Lela Scharf Park,lela-scharf-park,Park,,Ottawa,171 Spindrift Circle,45.2164977,-75.6721124,,,,,,,,,,,,
Washka Park,washka-park,Park,,Ottawa,855 Artemis Circle,45.2173958,-75.6661028,,,,,,,,,,,,
Killaloe Pathways Park,killaloe-pathways-park,Park,,"Killaloe, Hagarty and Richards",,45.5620694,-77.4198501,,,,,,,,,,,,
Donnelly Museum,donnelly-museum-lucan,Museum,,Lucan,171 Main Street,43.18799,-81.4038751,https://www.donnellymuseum.com/,+1-519-227-0756,,,,,,,,,,
St. Joseph Memorial Park,st-joseph-memorial-park-st-joseph,Park,,St Joseph,33996 Park Avenue,43.4134782,-81.7065844,,,,,,,,,,,,
Poppy Hill Parkette,poppy-hill-parkette,Park,,Georgian Bluffs,,44.6708405,-80.9266143,,,,,,,,,,,,
"Black Creek Accessible FIshing Pier, Park & So-Shoe Trail",black-creek-accessible-fishing-pier-park-so-shoe-trail,Park,,Espanola,,46.2490722,-81.7300392,,,,,,,,,,,,
Honey Harbour Park Landing,honey-harbour-park-landing,Park,,Georgian Bay Township,,44.8672034,-79.820581,,,,,,,,,,,,
Metric Park,metric-park-ottawa,Park,,ottawa,235 Metric Circle,45.2824359,-75.8837676,,,,,,,,,,,,
Kavanaugh Green,kavanaugh-green,Park,,Ottawa,,45.2718268,-75.9300911,,,,,,,,,,,,
Lucknow Community Centre,lucknow-community-centre,Community Centre,,Huron-Kinloss,,43.9605205,-81.5207367,,,,,,,,,,,,
Honey Harbour Park,honey-harbour-park-honey-harbour,Park,,Honey Harbour,46 Blue Water Road,44.8661823,-79.8179961,,,,,,,,,,,,
"Courtney, Goines And Mallott Park",courtney-goines-and-mallott-park-guelph,Park,,Guelph,158 Poppy Drive East,43.5027264,-80.1827474,,,,,,,,,,,,
Pilkington Overlook,pilkington-overlook-ariss,Park,,Ariss,7188 Wellington Road 21,43.6305779,-80.4414402,,,,,,,,,,,,
McKean Memorial Park,mckean-memorial-park,Park,,Clearview,15 Wagner Road,44.4552392,-80.2034595,https://www.discoverclearview.ca/parks-trails-facilities/parks,,,,,,,,,,,
Equinelle Park,equinelle-park,Park,,North Grenville,,45.0417128,-75.68097,,,,,,,,,,,,
Vivians Wood Park,vivians-wood-park,Park,,Brampton,,43.6622628,-79.7640811,,,,,,,,,,,,
Milton Community Park,milton-community-park,Park,,Milton,805 Santa Maria Boulevard,43.4989358,-79.8562879,,,,,,,,,,,,
Maberly Fall River Park,maberly-fall-river-park,Park,,Tay Valley,,44.8364386,-76.5440363,,,,,,,,,,,,
Shinglecreek Park,shinglecreek-park,Park,,Windsor,,42.267915,-82.9826159,,,,,,,,,,,,
Walker Homesite Biketrail,walker-homesite-biketrail,Park,,Windsor,,42.2691385,-82.979437,,,,,,,,,,,,
Walker Homesite Park,walker-homesite-park,Park,,Windsor,,42.2780818,-82.9841763,,,,,,,,,,,,
Hall Farms,hall-farms,Park,,Windsor,,42.2792252,-82.988769,,,,,,,,,,,,
Spencer Park,spencer-park,Park,,Ottawa,115 Spencer Street,45.401424,-75.7345309,https://engage.ottawa.ca/spencer-park-development,,,,,,,,,,,
Birds Creek Park,birds-creek-park,Park,,Hastings Highlands,,45.1080383,-77.8854078,,,,,,,,,,,,
Bennett Crescent Park,bennett-crescent-park,Park,,Strathroy-Caradoc,,42.8987196,-81.478043,,,,,,,,,,,,
Argle Community Centre,argle-community-centre,Community Centre,,Unorganized Centre Parry Sound,,45.922,-79.9371143,,,,,,,,,,,,
Kennedy LINC,kennedy-linc,Community Centre,,Toronto,,43.803567,-79.297393,,,,,,,,,,,,
Kao Ying Art Gallery,kao-ying-art-gallery,Community Centre,,Toronto,,43.814357,-79.294358,,,,,,,,,,,,
Kagawong Public Library,kagawong-public-library,Library,,Billings Township,,45.9074635,-82.2583404,,,,,,,,,,,,
Davis Centre Library,davis-centre-library-waterloo,Library,,Waterloo,,43.4724277,-80.5419973,,,,,,,,,,,,
Durham Outlook for the Needy,durham-outlook-for-the-needy,Community Centre,,Oshawa,,43.897946,-78.861402,,,,,,,,,,,,
Norfolk County Public Library - Simcoe Branch,norfolk-county-public-library---simcoe-branch,Library,,Simcoe,,42.8359745,-80.3067375,,,,,,,,,,,,
London Public Library - Sherwood Forest,london-public-library---sherwood-forest,Library,,London,1225 Westonderland Road North,43.0045025,-81.3056876,,,,,,,,,,,,
Toronto Public Library - Main Street,toronto-public-library---main-street-toronto,Library,,Toronto,137 Main Street,43.6834165,-79.2994443,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB062,,,,,,,,,,,
Waterloo Public Library - McCormick Branch,waterloo-public-library---mccormick-branch-waterloo,Library,,Waterloo,500 Parkside Drive,43.4891793,-80.5441828,https://www.wpl.ca/your-library/locations-hours/mccormick-branch/,+1-519-885-1920,,,,,,,,,,
St. Catharines Public Library - Central Library,st-catharines-public-library---central-library-st-catharines,Library,,St. Catharines,54 Church Street,43.1601991,-79.2460466,https://www.myscpl.ca/locations,+1-905-688-6103,,,,,,,,,,
James A. Gibson Library,james-a-gibson-library,Library,,St. Catharines,,43.1196932,-79.2491208,,,,,,,,,,,,
Oxford County Library - Tillsonburg,oxford-county-library---tillsonburg,Library,,Tillsonburg,,42.8617096,-80.7293222,,,,,,,,,,,,
Movieland Wax Museum of Stars,movieland-wax-museum-of-stars,Museum,,Niagara Falls,,43.0909474,-79.07398,https://www.cliftonhill.com/attractions/movieland-wax-museum-stars,,,,,,,,,,,
Airplane,airplane,Museum,,Adjala–Tosorontio,,44.2671058,-79.9141785,,,,,,,,,,,,
Borden Military Museum,borden-military-museum-cfb-borden,Museum,,Cfb Borden,27 Ram Street,44.2861683,-79.8925045,http://www.cg.cfpsa.ca/cg-pc/Borden/EN/Facilities/Pages/BordenMilitaryMuseum.aspx,+1-705-423-3531,,,,,,,,,,
Mountsberg Community Hall,mountsberg-community-hall,Community Centre,,Hamilton,,43.4342257,-80.0421291,,,,,,,,,,,,
Lucy Maud Montgomery Museum located in Crawfords Bakery,lucy-maud-montgomery-museum-located-in-crawfords-bakery,Museum,,Brampton,,43.6502284,-79.8455928,,,,,,,,,,,,
Halton Hills Public Library - Georgetown Branch,halton-hills-public-library---georgetown-branch-georgetown,Library,,Georgetown,9 Church Street,43.6482213,-79.925772,http://www.library.hhpl.on.ca/,,,,,,,,,,,
Hamilton Public Library - Hamilton Central Branch,hamilton-public-library---hamilton-central-branch-hamilton,Library,,Hamilton,55 York Boulevard,43.2590096,-79.8705956,,,,,,,,,,,,
Centre for Information and Community Services,centre-for-information-and-community-services,Community Centre,,Toronto,,43.780304,-79.276382,,,,,,,,,,,,
Greenberg Families Library,greenberg-families-library,Library,,Ottawa,,45.376178,-75.752128,,,,,,,,,,,,
South Fallingbrook Community Centre,south-fallingbrook-community-centre,Community Centre,,Ottawa,998 Valin Street,45.4711395,-75.4619464,https://ottawa.ca/en/rec_culture/park_facility/facilities/rec_centres/south_fallingbrook/index.html,,,,,,,,,,,
Lusi Wong Library,lusi-wong-library,Library,,Wilmot,,43.4690102,-80.5472538,,,,,,,,,,,,
St. Jerome's Library,st-jeromes-library,Library,,Wilmot,,43.468712,-80.5458987,,,,,,,,,,,,
New Tecumseth Public Library - Pam Kirkpatrick Branch,new-tecumseth-public-library---pam-kirkpatrick-branch,Library,,Tottenham,,44.0201066,-79.8038514,,,,,,,,,,,,
New Tecumseth Public Library - D. A. Jones Branch,new-tecumseth-public-library---d-a-jones-branch,Library,,Beeton,,44.0787848,-79.7861775,,,,,,,,,,,,
Chippewas of Rama First Nation Public Library,chippewas-of-rama-first-nation-public-library,Library,,Rama,,44.6563124,-79.3479913,,,,,,,,,,,,
Kitchener Public Library - Grand River Stanley Park,kitchener-public-library---grand-river-stanley-park-kitchener,Library,,Kitchener,175 Indian Road,43.4579363,-80.4365998,,+1-519-896-1736,,,,,,,,,,
Markham Public Library - Angus Glen Branch,markham-public-library---angus-glen-branch,Library,,Markham,,43.8946497,-79.3359719,,,,,,,,,,,,
Region Of Waterloo Library - Wellesley Branch,region-of-waterloo-library---wellesley-branch,Library,,Wellesley,1137 Henry Street,43.4786177,-80.7639176,,+1-519-656-2001,,,,,,,,,,
Bond Head Community Centre,bond-head-community-centre,Community Centre,,Bradford West Gwillimbury,,44.0873837,-79.6758611,,,,,,,,,,,,
Delhi Ontario Tobacco Museum and Heritage Centre,delhi-ontario-tobacco-museum-and-heritage-centre,Museum,,Delhi,,42.8562422,-80.5014072,https://delhimuseum.ca/,,,,,,,,,,,
Region Of Waterloo Library - Ayr Branch,region-of-waterloo-library---ayr-branch,Library,,North Dumfries,137 Stanley Street,43.2855275,-80.448763,,+1-519-632-7298,,,,,,,,,,
Prescott Public Library,prescott-public-library,Library,,Prescott,360 Dibble Street West,44.7094206,-75.5189032,,,,,,,,,,,,
Prescott Railway Station,prescott-railway-station-prescott,Museum,,Prescott,820 St Lawrence Street,44.711057,-75.5246971,https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=498,,,,,,,,,,,
St. Catharines Public Library - William Hamilton Merritt Branch,st-catharines-public-library---william-hamilton-merritt-branch,Library,,St. Catharines,,43.1485497,-79.215458,,,,,,,,,,,,
Nevada Park,nevada-park,Park,,Vaughan,,43.8909757,-79.5030159,,,,,,,,,,,,
Mississauga Library - Burnhamthorpe,mississauga-library---burnhamthorpe-mississauga,Library,,Mississauga,3650 Dixie Road,43.6211321,-79.6030751,,,,,,,,,,,,
Stratford Public Library,stratford-public-library,Library,,Stratford,19 St. Andrew Street,43.3709064,-80.9852547,,+1-519-271-0220,,,,,,,,,,
Collingwood Museum,collingwood-museum,Museum,,Collingwood,,44.5027245,-80.2141741,https://www.collingwood.ca/culture-recreation-events/heritage-museum/collingwood-museum,,,,,,,,,,,
Oak Ridges Corridor Park,oak-ridges-corridor-park,Park,,Richmond Hill,,43.9370486,-79.4371934,,,,,,,,,,,,
Paul Semple Park,paul-semple-park,Park,,Newmarket,,44.03245,-79.468497,,,,,,,,,,,,
Morpeth Communityy Centre,morpeth-communityy-centre,Community Centre,,Morpeth,,42.3935615,-81.8430292,,,,,,,,,,,,
BridgeWay Family Centre/EarlyON,bridgeway-family-centreearlyon-mississauga,Community Centre,,Mississauga,1801 Lakeshore Road West,43.5162782,-79.6246839,https://bridgewaycentre.ca,,,,,,,,,,,
Club 90 North Shore Community Support,club-90-north-shore-community-support,Community Centre,,Elliot Lake,,46.3834859,-82.6455782,,,,,,,,,,,,
Elliot Lake Library,elliot-lake-library,Library,,Elliot Lake,99 Spine Road,46.383738,-82.6625987,http://www.elliotlakelibrary.com/,,,,,,,,,,,
Renaissance Seniors' Centre,renaissance-seniors-centre,Community Centre,,Elliot Lake,,46.3839035,-82.6453769,,,,,,,,,,,,
Tay Township Public Library - Theo & Elaine Bernard Branch,tay-township-public-library---theo-elaine-bernard-branch,Library,,Tay,,44.751546,-79.7754773,,,,,,,,,,,,
Valens Lake Conservation Area,valens-lake-conservation-area-hamilton,Park,,Hamilton,1691 Regional Road 97,43.3794815,-80.1415753,,,,,,,,,,,,
Whitby Public Library - Central Branch,whitby-public-library---central-branch,Library,,Whitby,,43.8783464,-78.9463239,,,,,,,,,,,,
Hamilton Public Library - Kenilworth Branch,hamilton-public-library---kenilworth-branch-hamilton,Library,,Hamilton,103 Kenilworth Avenue North,43.2434936,-79.8089085,,,,,,,,,,,,
Brampton Library - Mount Pleasant Village Branch,brampton-library---mount-pleasant-village-branch,Library,,Brampton,,43.6766823,-79.8239968,,,,,,,,,,,,
Earth Sciences Museum,earth-sciences-museum,Museum,,Waterloo,,43.4717329,-80.5421751,https://uwaterloo.ca/earth-sciences-museum/,,,,,,,,,,,
The Museum on Tower Hill,the-museum-on-tower-hill,Museum,,Parry Sound,,45.339938,-80.0283486,https://www.museumontowerhill.com/,,,,,,,,,,,
Bobby Orr Hall of Fame,bobby-orr-hall-of-fame,Museum,,Parry Sound,,45.3392047,-80.0390426,https://bobbyorrhalloffame.com/,,,,,,,,,,,
Student Centre,student-centre-north-bay,Community Centre,,North Bay,100 College Drive,46.3437651,-79.49171,,,,,,,,,,,,
Tweed Heritage Centre,tweed-heritage-centre,Museum,,Tweed,,44.475503,-77.3114012,,,,,,,,,,,,
SDG Library - Avonmore Branch,sdg-library---avonmore-branch,Library,,North Stormont,16299 Fairview Drive,45.1712148,-74.9713657,,,,,,,,,,,,
Raymore Park,raymore-park,Park,,Toronto,,43.6961763,-79.5135316,,,,,,,,,,,,
Weston Lions Park,weston-lions-park,Park,,Toronto,,43.6977645,-79.5156779,,,,,,,,,,,,
First Hussars Museum,first-hussars-museum,Museum,,London,,42.9817822,-81.2558596,https://www.first-hussars.ca/museum-location,,,,,,,,,,,
Eau Claire Gorge Conservation Area,eau-claire-gorge-conservation-area,Park,,Calvin,,46.2544721,-78.9172482,,,,,,,,,,,,
Downtown Community Centre,downtown-community-centre-kitchener,Community Centre,,Kitchener,35B Weber Street West,43.4521887,-80.4898068,https://www.kitchener.ca/en/recreation-and-sports/downtown-community-centre.aspx,+1-519-741-2501,,,,,,,,,,
Design Exchange,design-exchange-toronto,Museum,,Toronto,234 Bay Street,43.6477412,-79.3801145,https://designexchangetoronto.com/,+1-416-363-6121,,,,,,,,,,
BGC (Boys & Girls Club) of Kingston and Area,bgc-boys-girls-club-of-kingston-and-area-kingston,Community Centre,,Kingston,1300 Bath Road,44.2393635,-76.5473662,,+1 613-507-3306,,,,,,,,,,
Toronto Public Library - Eglinton Square,toronto-public-library---eglinton-square,Library,,Toronto,1 Eglinton Square,43.7233296,-79.2993483,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB042,,,,,,,,,,,
Huron County Library - Exeter Branch,huron-county-library---exeter-branch,Library,,South Huron,,43.3474332,-81.4803621,,,,,,,,,,,,
Beaver River Museum,beaver-river-museum,Museum,,Brock,,44.4302107,-79.1567545,https://btehs.com/,,,,,,,,,,,
Bonnechere Museum,bonnechere-museum-eganville,Museum,,Eganville,85 Bonnechere Street,45.5406362,-77.1001376,http://www.bonnechere.ca/,,,,,,,,,,,
Bonnechere Valley Youth Centre,bonnechere-valley-youth-centre,Community Centre,,Bonnechere Valley,,45.5334985,-77.0995226,,,,,,,,,,,,
Grey Highlands Public Library - Flesherton,grey-highlands-public-library---flesherton,Library,,Grey Highlands,,44.258801,-80.5446234,,,,,,,,,,,,
South Grey Museum,south-grey-museum,Museum,,Grey Highlands,,44.2631576,-80.5520424,https://www.greyhighlands.ca/en/visit-and-explore/south-grey-museum.aspx,,,,,,,,,,,
Hanley Institute,hanley-institute,Community Centre,,Grey Highlands,,44.260038,-80.5495077,,,,,,,,,,,,
Emmanuel College Library - Victoria University,emmanuel-college-library---victoria-university,Library,,Toronto,75 Queen's Park Crescent East,43.666578,-79.3926981,https://library.vicu.utoronto.ca/emmanuel/,+1 4165854550,karen.wishart@utoronto.ca,,,,,,,,,
Hart House Library,hart-house-library,Library,,Toronto,,43.663612,-79.3947865,,,,,,,,,,,,
Caledon Public Library - Caledon Village Branch,caledon-public-library---caledon-village-branch,Library,,Caledon,,43.8590281,-79.993091,,,,,,,,,,,,
Caledon Public Library - Inglewood Branch,caledon-public-library---inglewood-branch,Library,,Caledon,,43.7997456,-79.9371931,,,,,,,,,,,,
Yorkdale Community Arts Centre,yorkdale-community-arts-centre,Community Centre,,Toronto,,43.726046,-79.451235,,,,,,,,,,,,
Vien Phật Hoc Jam Tse Cho Ling Dharma Center,vien-phat-hoc-jam-tse-cho-ling-dharma-center,Community Centre,,Toronto,598 Brown's Line,43.6050335,-79.5470973,,,,,,,,,,,,
S,s,Park,,Leamington,,42.0545207,-82.6037169,,,,,,,,,,,,
Toronto Public Library - New Toronto,toronto-public-library---new-toronto,Library,,Toronto,110 Eleventh Street,43.599049,-79.5096039,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB069,,,,,,,,,,,
Toronto Public Library - Alderwood,toronto-public-library---alderwood-etobicoke,Library,,Etobicoke,2 Orianna Drive,43.601598,-79.5473673,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB020,,,,,,,,,,,
Ken Cox Community Centre,ken-cox-community-centre,Community Centre,,Toronto,28 Colonel Samuel Smith Park Drive,43.5947381,-79.5166046,,,,,,,,,,,,
McCraney Valley Park,mccraney-valley-park,Park,,Oakville,,43.4657465,-79.7031219,,,,,,,,,,,,
Douglas Kennedy Headland,douglas-kennedy-headland,Park,,Mississauga,,43.5686345,-79.5570772,,,,,,,,,,,,
"Knights of Columbus, Council 2102",knights-of-columbus-council-2102-wallaceburg,Community Centre,,Wallaceburg,800 Murray Street,42.5804486,-82.3807607,,,,,,,,,,,,
Vaughan Public Libraries - Dufferin Clark Branch,vaughan-public-libraries---dufferin-clark-branch,Library,,Vaughan,,43.7968099,-79.471639,,,,,,,,,,,,
Brampton Library - Chinguacousy Branch,brampton-library---chinguacousy-branch-brampton,Library,,Brampton,9050 Bramalea Road,43.7275996,-79.7236277,,,,,,,,,,,,
Langford Schoolhouse,langford-schoolhouse-brantford,Community Centre,,Brantford,1694 Colborne Street East,43.1687683,-80.1310868,,,,,,,,,,,,
Kitchener Public Library - Pioneer Park,kitchener-public-library---pioneer-park-kitchener,Library,,Kitchener,150 Pioneer Drive,43.3943152,-80.4371359,https://www.kpl.org/pp,+1-519-748-2740,,,,,,,,,,
Maryboro Lodge Museum,maryboro-lodge-museum,Museum,,Kawartha Lakes,,44.5378038,-78.7409404,https://maryboro.ca/,,,,,,,,,,,
Kawartha Lakes Public Library - Fenelon Falls Branch,kawartha-lakes-public-library---fenelon-falls-branch,Library,,Kawartha Lakes,,44.5384731,-78.7378633,,,,,,,,,,,,
Toronto's First Post Office,torontos-first-post-office,Museum,,Toronto,,43.6519613,-79.3704013,https://townofyork.com/,,,,,,,,,,,
Paulander Community Group Centre,paulander-community-group-centre,Community Centre,,Kitchener,,43.4398095,-80.5169347,,,,,,,,,,,,
Balmy Beach Community Recreation Centre,balmy-beach-community-recreation-centre,Community Centre,,Toronto,,43.6766231,-79.2900837,,,,,,,,,,,,
Barbara Frum Community Centre,barbara-frum-community-centre,Community Centre,,Toronto,,43.7208299,-79.4321604,,,,,,,,,,,,
Onsite [at] OCAD U,onsite-at-ocad-u-toronto,Museum,,Toronto,230 Richmond Street West,43.6496857,-79.3886306,https://www.ocadu.ca/onsite.htm,+1-416-977-6000x2208,,,,,,,,,,
The Native Canadian Centre of Toronto,the-native-canadian-centre-of-toronto-toronto,Community Centre,,Toronto,16 Spadina Road,43.6681584,-79.4050475,https://ncct.on.ca/,+1-416-964-9087,,,,,,,,,,
Toronto Public Library - Burrows Hall,toronto-public-library---burrows-hall-scarborough,Library,,Scarborough,1081 Progress Avenue,43.794133,-79.2343514,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB030,+1-416-396-8740,,,,,,,,,,
Richard Charles Lee Resource Centre,richard-charles-lee-resource-centre,Library,,Toronto,,43.7943847,-79.2339223,,,,,,,,,,,,
P. C. Ho Theatre,p-c-ho-theatre,Community Centre,,Toronto,,43.794586,-79.2336219,,,,,,,,,,,,
Dorothy H. Hoover Library,dorothy-h-hoover-library,Library,,Toronto,,43.6533748,-79.3900504,https://www.ocadu.ca/library.htm,,,,,,,,,,,
Colony Park,colony-park-etobicoke,Park,,Etobicoke,2100 Martin Grove Road,43.7466295,-79.5973298,,,,,,,,,,,,
OCAD Graduate Gallery,ocad-graduate-gallery,Museum,,Toronto,,43.649334,-79.3888874,https://www.ocadu.ca/about_ocad/galleries/gallery/information.htm,,,,,,,,,,,
Toronto Public Library - Steeles,toronto-public-library---steeles-scarborough,Library,,Scarborough,375 Bamburgh Circle,43.8154998,-79.3221583,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB087,,,,,,,,,,,
Stephen Leacock Community Centre,stephen-leacock-community-centre-scarborough,Community Centre,,Scarborough,2520 Birchmount Road,43.7868718,-79.3024731,,,,,,,,,,,,
Weston King Neighbourhood Centre,weston-king-neighbourhood-centre-york,Community Centre,,York,2017 Weston Road,43.7014229,-79.5200352,,,,,,,,,,,,
Linkwood Village Recreational Centre,linkwood-village-recreational-centre-north-york,Community Centre,,North York,75 Pavane Linkway,43.7110988,-79.3239521,,,,,,,,,,,,
Linkwood Lane Park,linkwood-lane-park-north-york,Park,,North York,400 Linkwood Lane,43.7188832,-79.3275182,,,,,,,,,,,,
Koffler Gallery,koffler-gallery-toronto,Community Centre,,Toronto,180 Shaw Street,43.6468933,-79.4174717,,,,,,,,,,,,
Olde Gaol Museum,olde-gaol-museum-lindsay,Museum,,Lindsay,50 Victoria Avenue North,44.3596183,-78.742987,http://www.oldegaolmuseum.ca/,+1-705-324-3404,info@oldegaolmuseum.ca,,,,,,,,,
Scadding Court Community Centre,scadding-court-community-centre-toronto,Community Centre,,Toronto,707 Dundas Street West,43.6517943,-79.4048971,,,,,,,,,,,,
